id,nama,kode,tingkat
105158,Drien Berumbang,1112052019,4
105142,Geulanggang Gajah,1112052003,4
105155,Ie Mameh,1112052016,4
105150,Kampung Tengah,1112052011,4
105156,Keude Baro,1112052017,4
105140,Kota Bahagia,1112052001,4
105152,Krueng Batee,1112052013,4
105160,Krueng Panto,1112052021,4
105143,Kuala Terubue,1112052004,4
105157,Lama Tuha,1112052018,4
105154,Lhok Gajah,1112052015,4
105148,Lhung Geulumpang,1112052009,4
105147,Muka Blang,1112052008,4
105149,Padang Sikabu,1112052010,4
105145,Panto Cut,1112052006,4
105141,Pasar Kota Bahagia,1112052002,4
105159,Rumoh Panyang,1112052020,4
105209,Alue Rambot,1112092010,4
105202,Cot Bak-u,1112092003,4
105205,Geulanggang Batee,1112092006,4
105213,Kayee Aceh,1112092014,4
105206,Kuta Paya,1112092007,4
105210,Ladang Tuha I,1112092011,4
105211,Ladang Tuha Ii,1112092012,4
105203,Meunasah Sukon,1112092004,4
105204,Meunasah Tengah,1112092005,4
105200,Meurandeh,1112092001,4
105208,Padang Keulele,1112092009,4
105201,Sukadamai,1112092002,4
105212,Tokoh Ii,1112092013,4
105207,Ujung Tanah,1112092008,4
105102,Blang Manggeng,1112032024,4
105091,Kedai,1112032001,4
105097,Ladang Panah,1112032009,4
105105,Lhok Pawoh,1112032027,4
105096,Lhok Puntoy,1112032007,4
105100,Lhueng Baro,1112032022,4
105092,Padang,1112032002,4
105108,Pante Cermin,1112032031,4
105106,Pante Pirak,1112032029,4
105103,Pante Raja,1112032025,4
105099,Panton Makmur,1112032011,4
105094,Paya,1112032005,4
105098,Pusu Ingin Jaya,1112032010,4
105104,Sejahtera,1112032026,4
105095,Seuneulop,1112032006,4
105093,Tengah,1112032003,4
105101,Tokoh,1112032023,4
105107,Ujung Padang,1112032030,4
105181,Alue Dama,1112072005,4
105184,Cinta Makmur,1112072009,4
105185,Kuta Murni,1112072010,4
105177,Lhang,1112072001,4
105183,Mon Mameh,1112072008,4
105179,Pisang,1112072003,4
105178,Rambong,1112072002,4
